90' + 1',substitution,;
88',assist,Assist Paul Lasne ;
88',goal,Goal J. Ikone ;
88',substitution,;
84',substitution,;
79',substitution,;
77',yellow-card,Yellow Card Alaeddine Yahia ;
77',yellow-card,Yellow Card J. Ikone ;
77',yellow-card,Yellow Card Rémy Vercoutre ;
72',substitution,;
56',yellow-card,Yellow Card Ryad Boudebouz ;
55',yellow-card,Yellow Card Daniel Congré ;
50',yellow-card,Yellow Card Ivan Santini ;
49',assist,Assist Ryad Boudebouz ;
49',goal,Goal Stéphane Sessegnon ;
13',yellow-card,Yellow Card Frederic Guilbert ;
