82',substitution,;
75',substitution,;
73',substitution,;
70',substitution,;
69',substitution,;
67',penalty-goal,Penalty Goal Nolan Roux ;
64',substitution,;
60',yellow-card,Yellow Card Martin Braithwaite ;
57',yellow-card,Yellow Card Kevin Theophile Catherine ;
55',assist,Assist Florentin Pogba  ;
55',goal,Goal Kevin Monnet-Paquet ;
51',yellow-card,Yellow Card Nolan Roux ;
47',red-card,Red Card Somália ;
26',yellow-card,Yellow Card Kévin Malcuit ;
12',yellow-card,Yellow Card Jordan Veretout ;
9',yellow-card,Yellow Card Alban Lafont ;
9',penalty-goal,Penalty Goal Nolan Roux ;
