84',substitution,Substitution K. Mayi Quincy Owusu-Abeyie .
79',own-goal,Own Goal Mikael Dyrestam.
72',substitution,Substitution Chinedu Ede Jari Oosterwijk .
66',substitution,Substitution Jay-Roy Grot Ferdi Kadioglu .
66',substitution,Substitution Julian von Haacke Robin Buwalda .
59',assist,Assist Andre Fomitschow.
59',goal,Goal Dario Dumic.
51',goal,Goal Enes Ünal.
46',substitution,Substitution Yaw Yeboah Dylan Seys .
36',assist,Assist Mohammed Rayhi.
36',goal,Goal Jay-Roy Grot.
27',assist,Assist K. Mayi.
27',goal,Goal Jay-Roy Grot.
15',yellow-card,Yellow Card Jay-Roy Grot.
