90' + 2',assist,Assist Jordan Veretout ;
90' + 2',goal,Goal Vincent Pajot ;
90',assist,Assist Sylvain Marveaux ;
90',goal,Goal Jimmy Cabot ;
85',substitution,;
84',substitution,;
80',yellow-card,Yellow Card Ronael Pierre-Gabriel ;
77',substitution,;
75',yellow-card,Yellow Card Michael Ciani ;
73',yellow-card,Yellow Card Vincent Le Goff ;
68',substitution,;
68',substitution,;
67',yellow-card,Yellow Card Wesley Lautoa ;
47',yellow-card,Yellow Card Cheikh MBengue ;
39',assist,Assist Erwin Koffi ;
39',goal,Goal Romain Philippoteaux ;
15',yellow-card,Yellow Card Romain Philippoteaux ;
13',substitution,;
10',red-card,Red Card Jessy Moulin ;
