89',yellow-card,Yellow Card Davide Astori ;
87',substitution,;
86',penalty-goal,Penalty Goal Giovanni Simeone ;
85',red-card,Red Card Federico Bernardeschi ;
84',yellow-card,Yellow Card M. Olivera ;
79',substitution,;
71',substitution,;
66',yellow-card,Yellow Card Diego Laxalt ;
62',assist,Assist Federico Bernardeschi ;
62',goal,Goal Nikola Kalinic ;
60',substitution,;
59',assist,Assist Adel Taarabt ;
59',goal,Goal Oscar Hiljemark ;
57',assist,Assist Adel Taarabt ;
57',goal,Goal Giovanni Simeone ;
54',yellow-card,Yellow Card Milan Badelj ;
52',substitution,;
50',assist,Assist Nikola Kalinic ;
50',goal,Goal Federico Chiesa ;
45',yellow-card,Yellow Card Giovanni Simeone ;
37',yellow-card,Yellow Card Nicolas Burdisso ;
32',substitution,;
27',yellow-card,Yellow Card Isaac Cofie ;
17',assist,Assist Carlos Sánchez ;
17',goal,Goal Josip Iličič ;
