84',penalty-goal,Penalty Goal Iago Falqué ;
81',substitution,;
80',assist,Assist José Callejón  ;
80',goal,Goal Dries Mertens ;
76',goal,Goal Luca Rossettini ;
73',substitution,;
72',yellow-card,Yellow Card Saša Lukić ;
70',assist,Assist José Callejón  ;
70',goal,Goal Vlad Iulian Chiricheş ;
69',substitution,;
67',substitution,;
60',yellow-card,Yellow Card Emiliano Moretti ;
58',assist,Assist Marco Benassi ;
58',goal,Goal Andrea Belotti ;
56',substitution,;
46',substitution,;
34',yellow-card,Yellow Card Luca Rossettini ;
22',goal,Goal Dries Mertens ;
18',penalty-goal,Penalty Goal Dries Mertens ;
13',assist,Assist José Callejón  ;
13',goal,Goal Dries Mertens ;
