90' + 1',yellow-card,Yellow Card Jakub Jankto ;
85',substitution,;
83',assist,Assist Davide Zappacosta ;
83',goal,Goal Andrea Belotti ;
77',substitution,;
71',substitution,;
70',goal,Goal Emiliano Moretti ;
68',assist,Assist Duván Zapata ;
68',goal,Goal Stipe Perica ;
61',substitution,;
56',substitution,;
54',yellow-card,Yellow Card Gabriele Angella ;
49',goal,Goal Jakub Jankto ;
14',substitution,;
9',yellow-card,Yellow Card Sven Kums ;
5',yellow-card,Yellow Card Luca Rossettini ;
