90' + 4',yellow-card,Yellow Card J. Molina ;
87',substitution,;
87',substitution,;
86',penalty-goal,Penalty Goal E. Cardona ;
85',yellow-card,Yellow Card Cristian Campestrini ;
71',substitution,;
63',substitution,;
59',substitution,;
56',assist,Assist C. Montes ;
56',goal,Goal J. Molina ;
41',yellow-card,Yellow Card E. Castillo ;
37',assist,Assist C. Gutierrez ;
37',goal,Goal Alexis Pedro Canelo ;
29',yellow-card,Yellow Card P. Míguez ;
23',assist,Assist C. Sánchez ;
23',goal,Goal J. Molina ;
21',assist,Assist D. Schmidt ;
21',goal,Goal Alexis Pedro Canelo ;
