"
Nancy
","
Angers SCO
"
Starting XI
1,S. Chernik,[],1,D. Petric,[]
3,T. Badila,[],24,R. Thomas,[]
14,J. Cuffaut,[],21,P. Martinez,[]
2,C. Lenglet,[],3,Y. Andreu,[]
4,M. Diagne,[],8,I. Traoré,[]
8,V. Marchetti,"[('yellow-card', ""78'""), ('sub-out', ""87'"")]",18,B. Santamaria,[]
10,I. Dia,"[('sub-out', ""75'"")]",5,T. Mangani,"[('sub-out', ""56'"")]"
18,D. Guidileye,[],17,C. N'Doye,[]
19,L. Puyo,"[('sub-out', ""90'+"")]",19,N. Pepe,"[('yellow-card', ""90'"")]"
6,Y. Ait Bennasser,[],7,K. Toko Ekambi,"[('sub-out', ""71'"")]"
9,M. Dalé,[],9,F. Diedhiou,"[('sub-out', ""77'"")]"
