"
Hamburger SV
","
Hertha BSC"
Starting XI
1,R. Adler,[],22,R. Jarstein,[]
2,D. Diekmeier,[],15,S. Langkamp,[]
28,G. Jung,[],2,P. Pekarík,[]
9,K. Papadopoulos,"[('yellow-card', ""55'"")]",5,N. Stark,"[('yellow-card', ""41'""), ('sub-out', ""52'"")]"
22,M. Ostrzolek,[],25,J. Brooks,[]
27,N. Müller,[],21,M. Plattenhardt,[]
12,Walace,"[('sub-out', ""73'"")]",6,V. Darida,"[('yellow-card', ""64'"")]"
20,A. Ekdal,[],24,G. Haraguchi,"[('sub-out', ""84'"")]"
8,L. Holtby,"[('sub-out', ""57'"")]",3,P. Skjelbred,[]
14,A. Hunt,"[('sub-out', ""89'"")]",19,V. Ibišević,[]
7,B. Wood,[],8,S. Kalou,[]
