"
Tottenham Hotspur
","
Middlesbrough
"
Starting XI
1,H. Lloris,[],26,Víctor Valdés,[]
2,K. Walker,[],5,B. Espinosa,[]
33,B. Davies,[],6,B. Gibson,[]
4,T. Alderweireld,[],25,C. Chambers,[]
19,M. Dembélé,[],2,Fábio,[]
20,D. Alli,"[('sub-out', ""88'"")]",14,M. de Roon,"[('yellow-card', ""38'"")]"
23,C. Eriksen,[],37,Adama Traoré,"[('sub-out', ""79'"")]"
12,V. Wanyama,[],34,A. Forshaw,"[('sub-out', ""62'"")]"
15,E. Dier,[],19,S. Downing,"[('sub-out', ""62'"")]"
10,H. Kane,"[('sub-out', ""90'+"")]",8,A. Clayton,[]
7,Heung-Min Son,"[('sub-out', ""81'"")]",10,Álvaro Negredo,[]
