"
Hamburger SV
","
Freiburg
"
Starting XI
1,R. Adler,[],1,A. Schwolow,[]
2,D. Diekmeier,"[('sub-out', ""46'"")]",3,Torrejón,[]
24,G. Sakai,[],4,C. Söyüncü,[]
13,M. Mavraj,[],17,L. Kübler,[]
9,K. Papadopoulos,"[('sub-out', ""31'"")]",30,C. Günter,[]
28,G. Jung,[],27,N. Höfler,[]
22,M. Ostrzolek,[],19,J. Haberer,"[('yellow-card', ""56'""), ('sub-out', ""85'"")]"
17,F. Kostić,"[('yellow-card', ""62'"")]",26,M. Philipp,"[('yellow-card', ""36'"")]"
12,Walace,"[('sub-out', ""83'"")]",6,A. Abrashi,"[('sub-out', ""62'"")]"
14,A. Hunt,"[('yellow-card', ""68'"")]",32,V. Grifo,"[('sub-out', ""90'+"")]"
8,L. Holtby,[],18,N. Petersen,[]
