"
Monaco
","
Bastia
"
Starting XI
1,D. Subašić,[],16,J. Leca,[]
2,Fabinho,"[('yellow-card', ""17'"")]",23,A. Djiku,[]
19,D. Sidibé,[],20,P. Bengtsson,[]
38,A. Touré,[],29,G. Cioni,"[('yellow-card', ""23'"")]"
25,K. Glik,[],4,A. El Kaoutari,"[('sub-out', ""74'"")]"
5,Jemerson,"[('yellow-card', ""21'"")]",17,M. Peybernes,[]
14,T. Bakayoko,[],25,L. Coulibaly,[]
27,T. Lemar,[],8,G. Danic,"[('yellow-card', ""38'""), ('sub-out', ""80'"")]"
10,Bernardo Silva,"[('sub-out', ""74'"")]",18,Y. Cahuzac,[]
29,K. Mbappe ,"[('yellow-card', ""69'""), ('sub-out', ""79'"")]",27,E. Crivelli,"[('yellow-card', ""80'"")]"
9,R. Falcao,"[('sub-out', ""76'"")]",2,S. Diallo,"[('sub-out', ""70'"")]"
