"
Heerenveen
","
Groningen"
Starting XI
1,E. Mulder,[],1,S. Padt,[]
5,L. Bijker,[],3,K. Larsen,[]
12,D. Schmidt,[],6,E. Reijnen,[]
2,S. Marzo,[],33,H. Hateboer,[]
4,J. van Aken,[],20,Y. van Nieff,[]
8,M. Thorsby,"[('yellow-card', ""73'"")]",12,J. Bacuna,[]
21,Y. Kobayashi,[],22,S. Tibbling,"[('yellow-card', ""54'"")]"
17,M. Ødegaard,"[('sub-out', ""70'"")]",8,R. Jenssen,[]
13,A. Zeneli,"[('sub-out', ""74'"")]",14,M. Mahi,[]
9,R. Ghoochannejhad,[],11,B. Linssen,"[('yellow-card', ""84'"")]"
11,S. Larsson,[],13,A. Sørloth,"[('sub-out', ""70'"")]"
