"
Athletic Club
","
Sporting Gijón
"
Starting XI
1,Iraizoz,[],1,Pichu Cuéllar,[]
2,Bóveda,[],5,F. Amorebieta,"[('yellow-card', ""29'"")]"
4,A. Laporte,[],3,J. Babin,"[('sub-out', ""35'"")]"
15,Lekue,"[('sub-out', ""46'"")]",16,Lillo Castellano,[]
24,Balenziaga,[],15,Canella,"[('yellow-card', ""46'""), ('sub-out', ""77'"")]"
6,San José,[],21,Xavi Torres,"[('yellow-card', ""85'"")]"
7,Beñat,"[('sub-out', ""72'"")]",7,Víctor Rodríguez,[]
18,De Marcos,[],18,Isma López,[]
22,Raúl García,"[('yellow-card', ""90'+""), ('sub-out', ""90'+"")]",19,Carlos Carmona,"[('yellow-card', ""66'"")]"
10,Muniain,[],25,Viguera,"[('sub-out', ""63'"")]"
20,Aduriz,"[('yellow-card', ""83'"")]",24,D. Čop,[]
