"
Mainz 05
","
Köln
"
Starting XI
1,J. Lössl,[],18,T. Kessler,[]
16,S. Bell,[],4,F. Sørensen,"[('yellow-card', ""64'"")]"
18,D. Brosinski,[],34,K. Rausch,[]
26,N. Bungert,[],3,D. Heintz,[]
24,G. Bussmann,"[('yellow-card', ""41'"")]",5,D. Maroh,[]
17,Jairo Samperio,"[('sub-out', ""77'"")]",14,J. Hector,[]
20,F. Frei,[],16,P. Olkowski,[]
8,L. Öztunali,[],17,C. Clemens,"[('sub-out', ""74'"")]"
6,D. Latza,[],6,M. Höger,[]
9,Y. Muto,"[('sub-out', ""89'"")]",13,Y. Ōsako,[]
32,P. De Blasis,[],27,A. Modeste,[]
