"
Colorado Rapids
","
New England
"
Starting XI
18,Z. MacMath,[],1,C. Cropper,[]
94,M. Hairston,"[('sub-out', ""64'"")]",19,A. Mlinar Delamea,[]
33,J. Watts,[],4,B. Angoua,[]
44,A. Sjöberg,[],8,C. Tierney,"[('yellow-card', ""14'""), ('sub-out', ""74'"")]"
4,M. Burch,[],2,A. Farrell,[]
3,E. Miller,[],6,S. Caldwell,[]
8,D. Powers,"[('yellow-card', ""69'""), ('sub-out', ""79'"")]",11,K. Rowe,[]
22,M. Azira,[],24,L. Nguyen,"[('sub-out', ""57'"")]"
6,S. Cronin,"[('yellow-card', ""75'"")]",14,D. Fagúndez,[]
14,D. Badji,"[('sub-out', ""84'"")]",23,K. Kamara,"[('yellow-card', ""79'"")]"
9,K. Doyle,[],17,J. Agudelo,"[('sub-out', ""83'"")]"
