"
Olympique Lyonnais
","
Lorient
"
Starting XI
1,Anthony Lopes,[],40,B. Lecomte,[]
4,E. Mammana,"[('yellow-card', ""82'"")]",25,V. Le Goff,[]
2,M. Yanga-Mbiwa,[],20,S. Moreira,[]
13,C. Jallet,[],15,M. Peybernes,"[('sub-out', ""46'"")]"
20,Rafael,"[('yellow-card', ""12'"")]",24,W. Lautoa,"[('yellow-card', ""39'""), ('sub-out', ""75'"")]"
21,M. Gonalons,[],13,M. Ciani,[]
8,C. Tolisso,[],10,S. Marveaux,[]
12,J. Ferri,"[('sub-out', ""64'"")]",7,A. Mvuemba,[]
18,N. Fekir,"[('yellow-card', ""44'"")]",9,A. Waris,[]
9,M. Depay,[],14,J. Aliadière,"[('sub-out', ""46'"")]"
27,M. Cornet,"[('sub-out', ""64'"")]",12,B. Moukandjo,[]
