"
Lazio
","
Crotone
"
Starting XI
22,F. Marchetti,[],5,M. Festa,"[('yellow-card', ""54'"")]"
2,W. Hoedt,[],13,G. Ferrari,[]
3,S. de Vrij,[],31,M. Sampirisi,[]
26,Ş. Radu,[],17,F. Ceccherini,[]
8,D. Basta,[],87,B. Martella,"[('sub-out', ""90'+"")]"
21,S. Milinković-Savić,[],18,A. Barberis,[]
16,M. Parolo,[],8,L. Crisetig,[]
20,L. Biglia,"[('sub-out', ""82'"")]",6,M. Rohdén,"[('yellow-card', ""77'"")]"
18,Luis Alberto,"[('sub-out', ""82'"")]",12,A. Stoian,"[('sub-out', ""52'"")]"
17,C. Immobile,"[('yellow-card', ""90'+"")]",11,D. Falcinelli,[]
25,C. Lombardi,"[('yellow-card', ""15'""), ('sub-out', ""77'"")]",29,M. Trotta,"[('sub-out', ""81'"")]"
