"
Monterrey
","
Chiapas
"
Starting XI
1,H. González,[],23,M. Muñoz,[]
3,C. Montes,"[('yellow-card', ""78'"")]",34,A. Mosquera,[]
6,E. Juárez,[],15,Bruno Pires,"[('yellow-card', ""73'"")]"
25,N. Sánchez,[],2,B. Angulo,[]
18,L. Fuentes,"[('yellow-card', ""37'"")]",24,J. Patiño,[]
14,Alfonso González,"[('sub-out', ""79'"")]",8,D. De La Torre,"[('yellow-card', ""29'""), ('sub-out', ""58'"")]"
21,J. Molina,[],18,D. Villalpando,[]
13,C. Sánchez,[],28,Lucas Silva,[]
10,E. Cardona,"[('yellow-card', ""17'""), ('sub-out', ""82'"")]",10,J. Fabbro,[]
7,Rogelio Funes Mori,[],27,J. Nava,"[('sub-out', ""63'"")]"
23,Y. Chará,"[('sub-out', ""66'"")]",29,Derley,"[('sub-out', ""68'"")]"
