"
Celta de Vigo
","
Granada
"
Starting XI
13,Rubén Blanco,[],13,G. Ochoa,[]
22,G. Cabral,[],6,Lombán,[]
24,F. Roncaglia,[],17,Rúben Vezo,[]
19,Jonny Castro,[],14,F. Tabanou,"[('yellow-card', ""62'""), ('sub-out', ""65'"")]"
3,Fontàs,[],22,D. Foulquier,[]
18,D. Wass,"[('sub-out', ""82'"")]",5,U. Agbo,"[('sub-out', ""71'"")]"
6,N. Radoja,[],20,M. Saunier,[]
5,M. Díaz,[],4,Sergi Samper,"[('yellow-card', ""41'"")]"
7,T. Bongonda,[],16,M. Carcela,[]
10,Iago Aspas,"[('sub-out', ""86'"")]",18,Andreas Pereira,"[('yellow-card', ""34'""), ('sub-out', ""57'"")]"
25,G. Rossi,"[('sub-out', ""70'"")]",24,A. Kravets,[]
