"
Bologna
","
Napoli
"
Starting XI
83,A. Mirante,"[('sub-out', ""80'"")]",25,Pepe Reina,[]
20,D. Maietta,"[('yellow-card', ""61'"")]",33,Albiol,[]
35,V. Torosidis,[],19,N. Maksimović,[]
2,M. Oikonomou,[],31,F. Ghoulam,[]
25,A. Masina,"[('red-card', ""32'"")]",2,E. Hysaj,"[('yellow-card', ""75'"")]"
5,E. Pulgar,"[('yellow-card', ""11'"")]",20,P. Zieliński,"[('sub-out', ""73'"")]"
22,L. Rizzo,"[('sub-out', ""46'"")]",17,M. Hamšík,[]
31,B. Džemaili,[],42,A. Diawara,"[('yellow-card', ""20'""), ('sub-out', ""62'"")]"
16,Á. Nagy,[],24,L. Insigne,"[('sub-out', ""80'"")]"
10,M. Destro,"[('sub-out', ""68'"")]",14,D. Mertens,[]
11,L. Krejčí,[],7,José Callejón,"[('yellow-card', ""24'""), ('red-card', ""26'"")]"
