"
Pachuca
","
Puebla
"
Starting XI
21,Ó. Pérez,[],17,C. Campestrini,"[('yellow-card', ""57'"")]"
4,O. González,[],4,I. Centurión,[]
5,V. Guzmán,[],7,E. Orrantía,"[('yellow-card', ""29'""), ('sub-out', ""51'"")]"
23,O. Murillo,"[('yellow-card', ""68'"")]",12,Ó. Rojas,[]
26,E. Aguirre,"[('sub-out', ""60'"")]",5,E. Dueñas,[]
6,R. López,[],16,D. Toledo,[]
15,E. Gutiérrez,[],25,A. Canelo,[]
10,J. Urretaviscaya,"[('yellow-card', ""13'""), ('sub-out', ""85'"")]",3,C. Gutiérrez,"[('sub-out', ""77'"")]"
12,E. García,[],6,P. Míguez,[]
16,J. Hernández,"[('sub-out', ""77'"")]",34,G. Esparza,"[('sub-out', ""90'"")]"
8,H. Lozano,[],11,F. González,"[('yellow-card', ""51'"")]"
