"
Köln
","
Augsburg"
Starting XI
18,T. Kessler,[],35,M. Hitz,[]
15,M. Mavraj,[],2,P. Verhaegh,[]
4,F. Sørensen,[],31,P. Max,"[('sub-out', ""78'"")]"
14,J. Hector,"[('yellow-card', ""41'"")]",3,K. Stafylidis,[]
3,D. Heintz,"[('yellow-card', ""20'"")]",36,M. Hinteregger,[]
34,K. Rausch,[],16,C. Janker,"[('yellow-card', ""36'"")]"
7,M. Risse,[],11,J. Schmid,"[('sub-out', ""71'"")]"
6,M. Höger,"[('sub-out', ""57'"")]",10,D. Baier,"[('yellow-card', ""39'"")]"
13,Y. Ōsako,"[('sub-out', ""85'"")]",7,Halil Altıntop,"[('sub-out', ""90'+"")]"
11,S. Zoller,"[('sub-out', ""65'"")]",21,D. Kohr,[]
27,A. Modeste,[],22,Dong-Won Ji,"[('yellow-card', ""29'"")]"
