"
Napoli
","
Juventus
"
Starting XI
1,Rafael,[],1,G. Buffon,[]
33,Albiol,[],26,S. Lichtsteiner,[]
3,I. Strinić,"[('sub-out', ""79'"")]",3,G. Chiellini,[]
26,K. Koulibaly,[],19,L. Bonucci,[]
2,E. Hysaj,[],5,M. Pjanić,"[('sub-out', ""87'"")]"
17,M. Hamšík,"[('sub-out', ""76'"")]",6,S. Khedira,[]
5,Allan,"[('sub-out', ""69'"")]",18,M. Lemina,"[('sub-out', ""61'"")]"
8,Jorginho,[],8,C. Marchisio,"[('sub-out', ""80'"")]"
7,José Callejón,[],22,K. Asamoah,[]
24,L. Insigne,"[('yellow-card', ""37'"")]",9,G. Higuaín,[]
14,D. Mertens,[],17,M. Mandžukić,[]
