"
Tottenham Hotspur
","
AFC Bournemouth
"
Starting XI
1,H. Lloris,[],1,A. Boruc,[]
4,T. Alderweireld,[],15,A. Smith,[]
5,J. Vertonghen,[],3,S. Cook,[]
33,B. Davies,[],2,S. Francis,[]
2,K. Walker,[],11,C. Daniels,[]
19,M. Dembélé,[],19,J. Stanislas,"[('sub-out', ""69'"")]"
23,C. Eriksen,"[('sub-out', ""87'"")]",8,H. Arter,[]
20,D. Alli,"[('sub-out', ""84'"")]",7,M. Pugh,[]
15,E. Dier,[],32,J. Wilshere,"[('sub-out', ""56'"")]"
7,Heung-Min Son,[],9,B. Afobe,"[('sub-out', ""77'"")]"
10,H. Kane,"[('sub-out', ""79'"")]",17,J. King,[]
