"
Sporting Gijón
","
Eibar
"
Starting XI
1,Pichu Cuéllar,[],13,Asier Riesgo,"[('sub-out', ""26'"")]"
16,Lillo Castellano,[],7,Ander Capa,[]
2,Douglas Pereira,"[('sub-out', ""55'"")]",19,Luna,[]
5,F. Amorebieta,"[('yellow-card', ""15'"")]",15,M. Dos Santos,[]
23,Moi Gómez,"[('sub-out', ""46'"")]",20,F. Lejeune,[]
6,Sergio Álvarez,"[('yellow-card', ""90'+"")]",8,T. Inui,"[('yellow-card', ""45'+""), ('sub-out', ""74'"")]"
18,Isma López,[],14,Dani García,[]
10,Nacho Cases,[],5,G. Escalante,[]
19,Carlos Carmona,"[('yellow-card', ""45'+"")]",24,Adrián ,"[('sub-out', ""65'"")]"
9,Carlos Castro,"[('sub-out', ""66'"")]",21,Pedro León,[]
25,Viguera,[],9,Sergi Enrich,[]
