"
Nancy
","
Montpellier
"
Starting XI
1,S. Chernik,[],1,L. Pionnier,[]
4,M. Diagne,[],24,J. Roussillon,[]
3,T. Badila,"[('yellow-card', ""39'"")]",12,L. Pokorný,"[('yellow-card', ""70'"")]"
28,J. Cétout,[],23,N. Mukiele,"[('yellow-card', ""56'""), ('sub-out', ""76'"")]"
24,E. Cabaco,[],4,Hilton,[]
10,I. Dia,[],28,S. Sessègnon,[]
5,A. Diarra,"[('sub-out', ""61'"")]",20,K. Dolly,"[('sub-out', ""66'"")]"
6,Y. Ait Bennasser,"[('yellow-card', ""75'""), ('sub-out', ""82'"")]",10,R. Boudebouz,[]
18,D. Guidileye,"[('sub-out', ""46'"")]",13,E. Skhiri,[]
7,A. Robic,"[('yellow-card', ""30'"")]",18,I. Mbenza,"[('sub-out', ""66'"")]"
9,M. Dalé,[],15,S. Mounié,[]
