"
Go Ahead Eagles
","
Heracles
"
Starting XI
1,T. Zwarthoed,[],1,B. Castro,[]
4,X. Schenk,[],27,J. Hoogma,"[('yellow-card', ""72'"")]"
17,S. Locigno,"[('sub-out', ""86'"")]",2,T. Breukers,[]
3,S. Fischer,"[('yellow-card', ""43'"")]",3,M. te Wierik,[]
24,M. Ritzmaier,[],29,R. Niemeijer,[]
6,S. Duits,"[('sub-out', ""46'"")]",10,T. Bruns,"[('sub-out', ""58'"")]"
29,Chirivella,"[('yellow-card', ""74'"")]",14,J. Pelupessy,"[('sub-out', ""85'"")]"
7,D. Crowley,[],21,R. Gosens,[]
77,J. Antonia,"[('sub-out', ""67'"")]",18,K. Peterson,[]
19,S. Hendriks,[],9,S. Armenteros,[]
28,E. Manu,"[('red-card', ""12'"")]",17,B. Kuwas,"[('sub-out', ""46'"")]"
