"
DC United
","
New York City
"
Starting XI
28,B. Hamid,[],1,S. Johnson,[]
15,S. Birnbaum,[],13,F. Brillant,[]
32,B. Boswell,[],6,A. Callens,"[('yellow-card', ""11'"")]"
2,T. Kemp,[],22,R. Matarrita,"[('yellow-card', ""35'""), ('sub-out', ""80'"")]"
14,N. DeLeon,[],4,M. Chanot,[]
8,L. Sam,"[('sub-out', ""85'"")]",11,J. Harrison,[]
25,J. Jeffrey,[],10,M. Moralez,[]
10,L. Acosta,[],8,A. Ring,[]
23,I. Harkes,[],21,A. Pirlo,"[('sub-out', ""74'"")]"
12,P. Nyarko,"[('sub-out', ""59'"")]",23,R. Wallace,"[('sub-out', ""60'"")]"
9,J. Ortiz,"[('sub-out', ""72'"")]",7,David Villa,[]
