"
Tottenham Hotspur
","
West Bromwich Albion
"
Starting XI
1,H. Lloris,[],1,B. Foster,[]
2,K. Walker,[],3,J. Olsson,"[('yellow-card', ""64'"")]"
4,T. Alderweireld,[],25,C. Dawson,[]
3,D. Rose,[],23,G. McAuley,"[('yellow-card', ""70'"")]"
5,J. Vertonghen,"[('sub-out', ""64'"")]",5,C. Yacob,[]
15,E. Dier,[],24,D. Fletcher,[]
19,M. Dembélé,"[('sub-out', ""83'"")]",10,M. Phillips,"[('sub-out', ""90'"")]"
12,V. Wanyama,[],22,N. Chadli,"[('sub-out', ""62'"")]"
23,C. Eriksen,[],11,C. Brunt,"[('sub-out', ""54'"")]"
20,D. Alli,[],7,J. Morrison,[]
10,H. Kane,"[('sub-out', ""90'"")]",9,S. Rondón,[]
