"
Vitesse
","
Willem II"
Starting XI
1,E. Room,[],1,K. Lamprou,[]
5,K. Leerdam,"[('yellow-card', ""75'"")]",29,D. Lachman,[]
37,G. Kashia,[],4,J. Peters,[]
3,M. van der Werff,"[('sub-out', ""37'"")]",46,P. van Anholt,[]
17,K. Diks,"[('yellow-card', ""81'"")]",26,K. Tshimanga,"[('yellow-card', ""70'"")]"
10,A. Tighadouini,"[('sub-out', ""72'"")]",5,D. Koppers,"[('yellow-card', ""80'"")]"
34,L. Baker,[],25,E. Lieftink,[]
18,M. Nakamba,"[('sub-out', ""87'"")]",8,T. Haye,"[('sub-out', ""77'"")]"
11,Nathan,[],20,A. Kali,[]
13,R. van Wolfswinkel,[],58,O. Oularé,"[('yellow-card', ""90'+"")]"
7,M. Rashica,[],9,Fran Sol,"[('sub-out', ""90'+"")]"
