"
Preston North End
","
Arsenal
"
Starting XI
22,C. Maxwell,[],13,D. Ospina,[]
5,T. Clarke,[],18,Nacho Monreal,[]
2,M. Vermijl,[],20,S. Mustafi,[]
3,G. Cunningham,"[('yellow-card', ""65'"")]",5,Gabriel Paulista,"[('yellow-card', ""70'"")]"
23,P. Huntington,[],15,A. Oxlade-Chamberlain,"[('sub-out', ""83'"")]"
4,B. Pearson,"[('yellow-card', ""75'"")]",29,G. Xhaka,[]
14,A. McGeady,[],55,A. Maitland-Niles,"[('sub-out', ""90'+"")]"
12,P. Gallagher,"[('sub-out', ""60'"")]",8,A. Ramsey,[]
11,D. Johnson,"[('sub-out', ""81'"")]",12,O. Giroud,[]
37,C. Robinson,[],17,A. Iwobi,[]
25,J. Hugill,"[('yellow-card', ""44'""), ('sub-out', ""75'"")]",9,Lucas Pérez,"[('sub-out', ""90'+"")]"
