"
Vitesse
","
Heerenveen
"
Starting XI
1,E. Room,[],1,E. Mulder,[]
5,K. Leerdam,[],16,J. St. Juste,[]
6,A. Kruiswijk,[],5,L. Bijker,[]
19,M. Miazga,[],22,W. Faes,[]
37,G. Kashia,[],2,S. Marzo,"[('yellow-card', ""17'""), ('sub-out', ""36'"")]"
34,L. Baker,[],21,Y. Kobayashi,[]
18,M. Nakamba,[],8,M. Thorsby,"[('sub-out', ""54'"")]"
25,N. Foor,[],19,P. van Amersfoort,"[('sub-out', ""75'"")]"
7,M. Rashica,"[('sub-out', ""88'"")]",9,R. Ghoochannejhad,[]
13,R. van Wolfswinkel,"[('sub-out', ""88'"")]",7,L. Slagveer,[]
11,Nathan,"[('sub-out', ""64'"")]",11,S. Larsson,[]
