"
Birmingham City
","
Newcastle United
"
Starting XI
1,A. Legzdins,[],28,M. Sels,[]
23,J. Spector,"[('sub-out', ""44'"")]",5,G. Hanley,[]
3,J. Grounds,[],6,J. Lascelles,[]
5,R. Shotton,[],7,A. Lazaar,[]
4,P. Robinson,[],22,D. Yedlin,[]
14,Che Adams,[],19,M. Haïdara,"[('sub-out', ""70'"")]"
6,M. Kieftenbeld,[],24,C. Tioté,"[('sub-out', ""65'"")]"
26,D. Davis,[],4,J. Colback,[]
8,S. Gleeson,[],8,V. Anita,[]
15,L. Jutkiewicz,[],33,D. Murphy,[]
10,D. Fabbrini,"[('sub-out', ""79'"")]",45,A. Mitrović,"[('sub-out', ""10'"")]"
