"
Sassuolo
","
Palermo
"
Starting XI
47,A. Consigli,[],1,J. Posavec,[]
15,F. Acerbi,[],12,G. González,[]
55,T. Letschert,[],3,A. Rispoli,[]
20,Pol Lirola,"[('yellow-card', ""71'"")]",2,R. Vitiello,"[('sub-out', ""46'"")]"
13,F. Peluso,[],97,G. Pezzella,[]
22,L. Mazzitelli,"[('yellow-card', ""47'"")]",6,E. Goldaniga,"[('yellow-card', ""74'"")]"
21,A. Aquilani,[],28,M. Jajalo,[]
90,A. Ragusa,[],25,Bruno Henrique,[]
25,D. Berardi,"[('sub-out', ""77'"")]",21,R. Quaison,"[('yellow-card', ""34'""), ('sub-out', ""78'"")]"
10,A. Matri,"[('sub-out', ""82'"")]",11,Carlos Embalo,"[('sub-out', ""61'"")]"
27,F. Ricci,"[('sub-out', ""65'"")]",30,I. Nestorovski,[]
