"
Middlesbrough
","
Oxford United
"
Starting XI
12,B. Guzan,[],1,S. Eastwood,[]
25,C. Chambers,"[('yellow-card', ""71'"")]",5,C. Nelson,[]
5,B. Espinosa,[],33,C. Dunkley,[]
2,Fábio,[],16,P. Edwards,[]
4,Daniel Ayala,"[('yellow-card', ""62'"")]",28,M. Johnson,"[('yellow-card', ""90'+"")]"
37,Adama Traoré,"[('sub-out', ""72'"")]",4,J. Lundstram,[]
19,S. Downing,[],23,R. Ledson,"[('yellow-card', ""76'"")]"
7,G. Leadbitter,[],10,C. Maguire,[]
8,A. Clayton,[],15,K. Hemmings,"[('sub-out', ""67'"")]"
11,V. Fischer,"[('sub-out', ""72'"")]",7,Toni Martínez,"[('sub-out', ""85'"")]"
29,R. Gestede,"[('sub-out', ""86'"")]",19,R. Hall,[]
