"
Borussia Dortmund
","
Borussia M'gladbach
"
Starting XI
1,R. Weidenfeller,[],1,Y. Sommer,[]
29,M. Schmelzer,[],3,A. Christensen,[]
28,M. Ginter,[],17,O. Wendt,[]
5,Bartra,[],30,N. Elvedi,[]
25,S. Papastathopoulos,[],27,J. Korb,[]
26,Ł. Piszczek,"[('yellow-card', ""36'"")]",5,T. Strobl,"[('yellow-card', ""14'"")]"
7,O. Dembélé,"[('sub-out', ""89'"")]",8,M. Dahoud,"[('sub-out', ""73'"")]"
8,N. Şahin,"[('sub-out', ""36'"")]",6,C. Kramer,[]
27,G. Castro,[],10,T. Hazard,"[('sub-out', ""78'"")]"
11,M. Reus,"[('sub-out', ""78'"")]",11,Raffael,"[('sub-out', ""82'"")]"
17,P. Aubameyang,[],13,L. Stindl,[]
