"
Osasuna
","
Eibar
"
Starting XI
25,S. Sirigu,[],1,Yoel,[]
6,Oier,[],7,Ander Capa,"[('yellow-card', ""84'"")]"
34,Aitor Buñuel,[],18,Arbilla,"[('yellow-card', ""81'"")]"
22,N. Vujadinović,[],20,F. Lejeune,[]
16,Fuentes,"[('yellow-card', ""42'""), ('sub-out', ""82'"")]",4,Ramis,"[('yellow-card', ""89'"")]"
8,G. Čaušić,"[('sub-out', ""63'"")]",24,Adrián ,"[('sub-out', ""72'"")]"
24,R. Loé,"[('yellow-card', ""89'"")]",5,G. Escalante,[]
10,Roberto Torres,"[('yellow-card', ""48'"")]",14,Dani García,"[('yellow-card', ""70'""), ('sub-out', ""83'"")]"
17,Jaime Romero,"[('yellow-card', ""82'"")]",21,Pedro León,[]
19,Kenan,[],8,T. Inui,"[('sub-out', ""63'"")]"
7,Sergio León,"[('sub-out', ""74'"")]",9,Sergi Enrich,[]
