"
Roma
","
Napoli
"
Starting XI
1,W. Szczęsny,[],25,Pepe Reina,[]
3,Juan Jesus,[],2,E. Hysaj,[]
44,K. Manolas,"[('yellow-card', ""45'"")]",33,Albiol,[]
20,F. Fazio,"[('sub-out', ""52'"")]",26,K. Koulibaly,[]
2,A. Rüdiger,[],31,F. Ghoulam,"[('yellow-card', ""83'"")]"
6,K. Strootman,[],8,Jorginho,"[('sub-out', ""66'"")]"
16,D. De Rossi,"[('yellow-card', ""65'""), ('sub-out', ""79'"")]",30,M. Rog ,"[('yellow-card', ""17'"")]"
4,R. Nainggolan,[],17,M. Hamšík,"[('sub-out', ""79'"")]"
8,D. Perotti,"[('yellow-card', ""90'+"")]",7,José Callejón,[]
92,S. El Shaarawy,"[('sub-out', ""52'"")]",24,L. Insigne,[]
9,E. Džeko,[],14,D. Mertens,"[('sub-out', ""74'"")]"
