"
Deportivo Alavés
","
Las Palmas
"
Starting XI
1,Fernando Pacheco,[],13,Javi Varas,[]
24,Z. Feddal,[],17,Bigas,[]
22,Carlos Vigaray,[],22,Hélder Lopes,"[('yellow-card', ""9'"")]"
4,Alexis,"[('yellow-card', ""76'"")]",5,David García,[]
15,T. Hernández,"[('yellow-card', ""16'"")]",12,Míchel,"[('yellow-card', ""54'"")]"
8,Víctor Camarasa,[],6,Montoro,"[('sub-out', ""82'"")]"
16,D. Torres,"[('sub-out', ""85'"")]",11,Momo,[]
17,Edgar Méndez,"[('sub-out', ""70'"")]",4,Vicente Gómez,[]
6,Marcos Llorente,[],21,Jonathan Viera,"[('sub-out', ""90'+"")]"
11,Ibai Gómez,"[('sub-out', ""70'"")]",24,Tana,[]
20,Deyverson,[],9,M. Livaja,"[('yellow-card', ""26'""), ('sub-out', ""68'"")]"
