"
Lille
","
Montpellier
"
Starting XI
1,V. Enyeama,"[('yellow-card', ""90'+"")]",1,L. Pionnier,[]
23,A. Soumaoro,[],3,D. Congré,[]
15,J. Palmieri,[],21,W. Rémy,[]
25,M. Baša,[],18,N. Saint-Ruf,[]
2,S. Corchia,"[('sub-out', ""87'"")]",25,M. Deplagne,"[('sub-out', ""46'"")]"
6,I. Amadou,[],6,J. Marveaux,"[('sub-out', ""76'"")]"
4,Y. Sankhare,[],7,P. Lasne,[]
17,Rony Lopes,"[('sub-out', ""67'"")]",13,E. Skhiri,[]
27,N. Sliti,[],10,R. Boudebouz,[]
9,Y. Benzia,"[('sub-out', ""79'"")]",8,M. Sanson,[]
12,N. de Préville,[],15,S. Mounié,"[('yellow-card', ""18'"")]"
