"
Dijon
","
PSG
"
Starting XI
30,B. Reynet,[],16,A. Areola,[]
27,C. Varrault,[],19,S. Aurier,"[('yellow-card', ""87'"")]"
23,V. Rüfli,"[('yellow-card', ""53'"")]",20,L. Kurzawa,[]
26,F. Chafik,[],5,Marquinhos,[]
4,J. Lotiès,[],2,Thiago Silva,[]
17,M. Abeid,[],23,J. Draxler,[]
13,M. Martin,"[('sub-out', ""76'"")]",8,T. Motta,"[('yellow-card', ""32'"")]"
8,P. Lees Melou,"[('sub-out', ""87'"")]",7,Lucas Moura,"[('sub-out', ""72'"")]"
15,F. Balmont,"[('sub-out', ""85'"")]",14,B. Matuidi,"[('sub-out', ""72'"")]"
11,Júlio Tavares,[],25,A. Rabiot,[]
9,L. Diony,[],9,E. Cavani,"[('sub-out', ""85'"")]"
