"
Bayer Leverkusen
","
Ingolstadt
"
Starting XI
1,B. Leno,[],35,M. Hansen,[]
6,A. Dragović,[],32,M. Tisserand,"[('yellow-card', ""76'"")]"
4,J. Tah,[],34,M. Matip,"[('yellow-card', ""85'"")]"
23,D. da Costa,"[('sub-out', ""46'"")]",3,A. Jung,"[('sub-out', ""90'+"")]"
16,T. Jedvaj,"[('yellow-card', ""59'""), ('sub-out', ""82'"")]",33,F. Hadergjonaj,[]
20,C. Aránguiz,"[('yellow-card', ""35'""), ('sec-yellow-card', ""49'"")]",29,M. Suttner,[]
44,K. Kampl,[],10,P. Groß,"[('sub-out', ""75'"")]"
15,J. Baumgartlinger,"[('sub-out', ""46'"")]",8,Roger,[]
7,J. Hernández,[],36,A. Cohen,[]
10,H. Çalhanoğlu,[],6,A. Morales,[]
14,A. Mehmedi,[],11,D. Lezcano,"[('sub-out', ""75'"")]"
