"
León
","
Veracruz
"
Starting XI
25,W. Yarbrough,[],1,P. Gallese,[]
3,G. Burdisso,[],24,R. Noya,"[('yellow-card', ""23'"")]"
15,C. Guzmán,"[('yellow-card', ""77'"")]",23,Leobardo López,[]
24,O. Rodríguez,[],4,A. Briseño ,"[('yellow-card', ""43'"")]"
35,Juan González,[],3,L. Rodríguez,[]
11,A. Andrade,[],17,E. Arévalo,[]
26,C. Valdéz,"[('yellow-card', ""69'""), ('sub-out', ""70'"")]",25,J. Chiapas,"[('sub-out', ""80'"")]"
8,Elías Hernández,[],14,C. Pellerano,"[('yellow-card', ""73'"")]"
10,L. Montes,[],21,A. Luna,[]
27,C. Peña,"[('sub-out', ""63'"")]",9,D. Villalba,"[('sub-out', ""74'"")]"
17,M. Boselli,"[('sub-out', ""80'"")]",15,E. Herrera,"[('sub-out', ""74'"")]"
