"
Deportivo La Coruña
","
Barcelona
"
Starting XI
1,G. Lux,[],1,M. ter Stegen,[]
6,Albentosa,[],18,Jordi Alba,[]
3,Fernando Navarro,"[('yellow-card', ""14'"")]",3,Piqué,[]
14,Alejandro Arribas,[],14,J. Mascherano,[]
4,Álex Bergantiños,[],20,Sergi Roberto,[]
19,F. Fajr,[],7,A. Turan,"[('sub-out', ""58'"")]"
11,Carles Gil,"[('sub-out', ""62'"")]",5,Busquets,[]
22,C. Borges,[],21,André Gomes,"[('sub-out', ""58'"")]"
21,Bruno Gama,"[('sub-out', ""71'"")]",6,Denis Suárez,"[('sub-out', ""77'"")]"
2,Juanfran,"[('sub-out', ""86'"")]",9,L. Suárez,[]
7,Joselu,"[('yellow-card', ""36'"")]",10,L. Messi,[]
