"
Empoli
","
Palermo
"
Starting XI
28,Ł. Skorupski,[],1,J. Posavec,[]
2,V. Laurini,"[('yellow-card', ""57'"")]",6,E. Goldaniga,[]
21,M. Pasqual,[],3,A. Rispoli,[]
6,G. Bellusci,[],15,T. Cionek,"[('yellow-card', ""76'""), ('sub-out', ""81'"")]"
24,U. Ćosić,[],12,G. González,[]
33,R. Krunić,[],89,M. Morganella,"[('yellow-card', ""74'""), ('sub-out', ""75'"")]"
8,A. El Hadji,[],28,M. Jajalo,"[('sub-out', ""83'"")]"
10,R. Saponara,"[('sub-out', ""65'"")]",14,A. Gazzi,[]
11,D. Croce,[],25,Bruno Henrique,"[('yellow-card', ""90'+"")]"
9,L. Mchedlidze,[],21,R. Quaison,[]
89,G. Marilungo,"[('sub-out', ""76'"")]",30,I. Nestorovski,[]
