"
Freiburg
","
Werder Bremen
"
Starting XI
1,A. Schwolow,[],42,F. Wiedwald,[]
5,M. Gulde,[],18,N. Moisander,[]
2,A. Ignjovski,"[('sub-out', ""46'"")]",3,L. Caldirola,"[('yellow-card', ""81'"")]"
30,C. Günter,[],4,R. Bauer,"[('sub-out', ""40'"")]"
20,M. Kempf,"[('yellow-card', ""27'"")]",23,T. Gebre Selassie,[]
19,J. Haberer,[],35,M. Eggestein,[]
8,M. Frantz,[],13,M. Veljkovic,[]
6,A. Abrashi,"[('sub-out', ""46'"")]",27,F. Grillitsch,"[('sub-out', ""89'"")]"
26,M. Philipp,[],6,T. Delaney,[]
32,V. Grifo,[],22,F. Bartels,"[('sub-out', ""76'"")]"
7,F. Niederlechner,"[('sub-out', ""46'"")]",10,M. Kruse,[]
