"
West Ham United
","
Swansea City"
Starting XI
1,D. Randolph,"[('yellow-card', ""90'+"")]",1,Ł. Fabiański,[]
23,José Fonte,[],33,F. Fernández,"[('yellow-card', ""77'"")]"
26,A. Masuaku,[],6,A. Mawson,[]
19,J. Collins,[],16,Martin Olsson,[]
22,S. Byram,[],26,K. Naughton,[]
16,M. Noble,"[('yellow-card', ""38'"")]",8,L. Fer,[]
11,R. Snodgrass,"[('sub-out', ""71'"")]",42,T. Carroll,"[('sub-out', ""46'"")]"
8,C. Kouyaté,"[('yellow-card', ""45'"")]",23,G. Sigurðsson,[]
30,M. Antonio,"[('sub-out', ""40'"")]",15,W. Routledge,"[('sub-out', ""46'"")]"
10,M. Lanzini,"[('yellow-card', ""57'"")]",24,J. Cork,"[('sub-out', ""65'"")]"
20,A. Ayew,"[('yellow-card', ""81'""), ('sub-out', ""86'"")]",3,J. Ayew,[]
