"
Millwall
","
Leicester City
"
Starting XI
1,J. Archer,[],21,R. Zieler,"[('yellow-card', ""54'"")]"
5,T. Craig,[],3,B. Chilwell,[]
17,B. Webster,[],29,Y. Benalouane,[]
24,J. Cooper,"[('yellow-card', ""45'""), ('sec-yellow-card', ""52'"")]",18,M. Wagué,"[('sub-out', ""70'"")]"
2,S. Cummings,[],22,D. Gray,"[('sub-out', ""73'"")]"
18,S. Ferguson,"[('sub-out', ""86'"")]",24,N. Mendy,[]
6,S. Williams,[],14,B. Kapustka,"[('sub-out', ""64'"")]"
16,C. Butcher,"[('sub-out', ""75'"")]",10,A. King,[]
22,A. O'Brien,"[('sub-out', ""79'"")]",13,D. Amartey,[]
10,F. Onyedinma,[],7,A. Musa,[]
20,S. Morison,[],20,S. Okazaki,[]
