"
Fiorentina
","
Bologna
"
Starting XI
12,C. Tătărușanu,[],83,A. Mirante,[]
40,N. Tomović,"[('yellow-card', ""70'"")]",28,D. Gastaldello,[]
13,D. Astori,"[('yellow-card', ""78'"")]",35,V. Torosidis,"[('sub-out', ""77'"")]"
72,J. Iličić,"[('sub-out', ""70'"")]",20,D. Maietta,[]
19,S. Cristóforo,[],15,I. M'baye,[]
6,C. Sánchez,[],6,F. Viviani,"[('sub-out', ""54'"")]"
20,Borja Valero,[],8,S. Taïder,"[('sub-out', ""54'"")]"
5,M. Badelj,"[('yellow-card', ""59'"")]",17,G. Donsah,[]
31,H. Milić,[],11,L. Krejčí,"[('yellow-card', ""90'"")]"
9,N. Kalinić,"[('sub-out', ""46'"")]",10,M. Destro,"[('yellow-card', ""29'"")]"
16,Cristian Tello,"[('sub-out', ""84'"")]",9,S. Verdi,[]
