"
Villarreal
","
Espanyol
"
Starting XI
13,Andrés Fernández,[],13,Diego López,"[('yellow-card', ""28'"")]"
6,Víctor Ruíz,[],12,Aaron Martín,[]
12,Álvaro González,"[('yellow-card', ""54'"")]",6,Ó. Duarte,"[('yellow-card', ""66'"")]"
11,Jaume Costa,"[('yellow-card', ""3'"")]",23,D. Reyes,[]
2,Mario Gaspar,[],30,Óscar Melendo,[]
21,Bruno,[],28,Marc Roca,"[('sub-out', ""83'"")]"
14,Trigueros,[],16,Javi López,"[('sub-out', ""76'"")]"
19,Samu Castillejo,[],15,David López,[]
20,R. Soriano,"[('sub-out', ""72'"")]",14,José Jurado,[]
17,C. Bakambu,"[('sub-out', ""88'"")]",19,P. Piatti,"[('sub-out', ""56'"")]"
9,Soldado,"[('sub-out', ""63'"")]",7,Gerard Moreno,[]
