"
Santos Laguna
","
Querétaro
"
Starting XI
1,Jonathan Orozco,[],1,Tiago Volpi,[]
14,N. Araújo,[],6,J. Forlín,"[('sub-out', ""80'"")]"
24,C. Izquierdoz,[],27,H. Mier,[]
286,J. Sánchez,[],3,M. Martínez,[]
19,J. Villafaña,[],29,N. Cardozo,"[('yellow-card', ""66'"")]"
16,U. Rivas,[],19,Y. Candelo,[]
10,O. Martínez,"[('yellow-card', ""67'"")]",14,L. Noriega,"[('sub-out', ""63'"")]"
11,U. Dávila,"[('sub-out', ""71'"")]",12,J. Bornstein,[]
9,J. Furch,[],28,J. Gómez,[]
21,Djaniny,"[('sub-out', ""90'"")]",30,E. Villa,[]
7,W. Sandoval,"[('sub-out', ""83'"")]",11,E. Benítez,"[('sub-out', ""61'"")]"
