"
Torino
","
Udinese
"
Starting XI
21,J. Hart,[],22,S. Scuffet,[]
7,D. Zappacosta,[],4,G. Angella,"[('yellow-card', ""54'"")]"
24,E. Moretti,[],5,Danilo,[]
3,C. Molinaro,[],3,Samir,[]
13,L. Rossettini,"[('yellow-card', ""5'"")]",10,R. de Paul,"[('sub-out', ""61'"")]"
25,S. Lukić,"[('sub-out', ""56'"")]",14,J. Jankto,"[('yellow-card', ""90'+"")]"
6,A. Acquah,[],8,E. Agyemang-Badu,[]
8,D. Baselli,"[('sub-out', ""71'"")]",26,S. Kums,"[('yellow-card', ""9'""), ('sub-out', ""77'"")]"
14,Iago Falqué,"[('sub-out', ""14'"")]",27,S. Widmer,[]
9,A. Belotti,[],18,S. Perica,"[('sub-out', ""85'"")]"
10,A. Ljajić,[],9,D. Zapata,[]
