"
Southampton
","
West Bromwich Albion
"
Starting XI
1,F. Forster,[],1,B. Foster,[]
3,M. Yoshida,[],23,G. McAuley,[]
15,R. Martina,"[('sub-out', ""75'"")]",2,A. Nyom,"[('yellow-card', ""36'""), ('sub-out', ""46'"")]"
17,V. van Dijk,"[('yellow-card', ""32'""), ('sec-yellow-card', ""89'"")]",25,C. Dawson,"[('yellow-card', ""75'"")]"
8,S. Davis,[],6,J. Evans,[]
23,P. Højbjerg,"[('sub-out', ""52'"")]",24,D. Fletcher,[]
38,S. McQueen,[],10,M. Phillips,[]
14,Oriol Romeu,[],5,C. Yacob,[]
19,S. Boufal,"[('yellow-card', ""77'"")]",22,N. Chadli,"[('sub-out', ""53'"")]"
11,D. Tadić,"[('sub-out', ""74'"")]",11,C. Brunt,[]
7,S. Long,[],4,H. Robson-Kanu,"[('yellow-card', ""52'""), ('sub-out', ""72'"")]"
