"
Bayer Leverkusen
","
Wolfsburg"
Starting XI
1,B. Leno,[],28,K. Casteels,[]
13,R. Hilbert,[],31,R. Knoche,[]
6,A. Dragović,[],21,J. Horn,[]
18,Wendell,"[('sub-out', ""46'"")]",8,Vieirinha,"[('sub-out', ""90'+"")]"
21,Ö. Toprak,[],22,Luiz Gustavo,"[('yellow-card', ""90'"")]"
15,J. Baumgartlinger,[],10,Y. Mallı,"[('sub-out', ""46'"")]"
20,C. Aránguiz,"[('yellow-card', ""81'"")]",14,J. Błaszczykowski,[]
38,K. Bellarabi,[],23,J. Guilavogui,[]
31,K. Volland,[],27,M. Arnold,[]
11,S. Kießling,"[('sub-out', ""80'"")]",6,R. Bazoer,"[('yellow-card', ""39'""), ('sub-out', ""73'"")]"
14,A. Mehmedi,"[('sub-out', ""60'"")]",33,M. Gómez,[]
