"
Feyenoord
","
Utrecht
"
Starting XI
25,B. Jones,[],16,D. Jensen,[]
26,B. Nieuwkoop,[],5,K. Conboy,"[('sub-out', ""45'"")]"
6,J. van der Heijden,[],3,R. Leeuwin,[]
33,Eric Botteghin,[],20,G. Troupée,[]
4,T. Kongolo,"[('sub-out', ""83'"")]",23,W. Brama,"[('yellow-card', ""62'"")]"
28,J. Toornstra,"[('yellow-card', ""33'"")]",6,Y. Ayoub,[]
8,K. El Ahmadi,"[('yellow-card', ""75'"")]",8,W. Janssen,[]
10,T. Vilhena,[],25,S. Amrabat,[]
19,S. Berghuis,"[('sub-out', ""83'"")]",22,S. Haller,[]
9,N. Jørgensen,"[('sub-out', ""85'"")]",27,G. Kerk,"[('sub-out', ""83'"")]"
11,E. Elia,[],10,N. Barazite,"[('sub-out', ""67'"")]"
