"
Lorient
","
PSG
"
Starting XI
40,B. Lecomte,[],1,K. Trapp,[]
25,V. Le Goff,[],5,Marquinhos,[]
15,M. Peybernes,"[('yellow-card', ""83'"")]",12,T. Meunier,"[('sub-out', ""81'"")]"
13,M. Ciani,[],2,Thiago Silva,[]
20,S. Moreira,"[('yellow-card', ""72'"")]",20,L. Kurzawa,[]
23,A. Wakaso,[],10,J. Pastore,[]
19,R. Philippoteaux,[],24,C. Nkunku,"[('yellow-card', ""75'"")]"
10,S. Marveaux,[],25,A. Rabiot,[]
7,A. Mvuemba,"[('sub-out', ""86'"")]",23,J. Draxler,"[('sub-out', ""88'"")]"
22,B. Jeannot,"[('sub-out', ""58'"")]",11,Á. di María,[]
12,B. Moukandjo,[],9,E. Cavani,[]
