"
Osasuna
","
Atlético Madrid
"
Starting XI
13,Nauzet Pérez,[],13,J. Oblak,[]
4,Miguel Flaño,[],19,L. Hernández,[]
3,C. Bonnín,"[('yellow-card', ""10'""), ('sub-out', ""46'"")]",2,D. Godín,[]
6,Oier,[],20,Juanfran,[]
21,Carlos Clerc,[],24,J. Giménez,"[('yellow-card', ""31'"")]"
15,Unai García,[],5,Tiago,"[('yellow-card', ""21'"")]"
8,G. Čaušić,"[('yellow-card', ""22'"")]",14,Gabi,[]
10,Roberto Torres,[],6,Koke,[]
11,Álex Berenguer,"[('sub-out', ""73'"")]",11,Á. Correa,"[('sub-out', ""66'"")]"
19,Kenan,"[('sub-out', ""57'"")]",7,A. Griezmann,"[('sub-out', ""84'"")]"
9,Oriol Riera,[],21,K. Gameiro,"[('sub-out', ""71'"")]"
