"
Pescara
","
Bologna"
Starting XI
31,A. Bizzarri,[],83,A. Mirante,[]
3,C. Biraghi,"[('yellow-card', ""83'"")]",28,D. Gastaldello,"[('yellow-card', ""68'"")]"
2,A. Crescenzi,[],20,D. Maietta,"[('sub-out', ""36'"")]"
37,N. Gyömbér,[],25,A. Masina,[]
14,H. Campagnaro,[],35,V. Torosidis,[]
16,G. Brugman,"[('sub-out', ""46'"")]",6,F. Viviani,[]
10,Ahmed Benali,"[('sub-out', ""65'"")]",31,B. Džemaili,"[('sub-out', ""72'"")]"
8,L. Memushaj,[],16,Á. Nagy,"[('yellow-card', ""22'"")]"
7,V. Verre,"[('red-card', ""16'"")]",7,A. Mounier,[]
9,R. Manaj,"[('sub-out', ""36'"")]",10,M. Destro,[]
17,G. Caprari,[],11,L. Krejčí,"[('sub-out', ""84'"")]"
