"
Eibar
","
Atlético Madrid
"
Starting XI
1,Yoel,[],1,Moyà,[]
19,Luna,[],3,Filipe Luis,[]
7,Ander Capa,[],24,J. Giménez,[]
20,F. Lejeune,[],16,Š. Vrsaljko,"[('yellow-card', ""29'""), ('sub-out', ""46'"")]"
15,M. Dos Santos,[],2,D. Godín,[]
14,Dani García,[],15,S. Savić,[]
16,Fran Rico,[],14,Gabi,[]
21,Pedro León,"[('sub-out', ""76'"")]",8,Saúl,[]
24,Adrián ,"[('yellow-card', ""20'""), ('sub-out', ""82'"")]",6,Koke,"[('yellow-card', ""81'"")]"
8,T. Inui,"[('sub-out', ""68'"")]",7,A. Griezmann,[]
9,Sergi Enrich,[],9,Fernando Torres,"[('sub-out', ""71'"")]"
