"
Burnley
","
Middlesbrough
"
Starting XI
1,T. Heaton,[],26,Víctor Valdés,[]
23,S. Ward,"[('yellow-card', ""65'"")]",17,Barragán,"[('yellow-card', ""45'+"")]"
6,B. Mee,"[('yellow-card', ""42'"")]",2,Fábio,"[('yellow-card', ""80'"")]"
5,M. Keane,[],25,C. Chambers,[]
4,J. Flanagan,"[('yellow-card', ""53'"")]",6,B. Gibson,[]
13,J. Hendrick,"[('yellow-card', ""85'"")]",34,A. Forshaw,[]
21,G. Boyd,"[('yellow-card', ""21'"")]",8,A. Clayton,[]
8,D. Marney,"[('sub-out', ""75'"")]",21,G. Ramírez,"[('yellow-card', ""31'"")]"
37,S. Arfield,"[('sub-out', ""77'"")]",14,M. de Roon,"[('yellow-card', ""2'""), ('sub-out', ""87'"")]"
7,A. Gray,"[('yellow-card', ""73'"")]",10,Álvaro Negredo,"[('yellow-card', ""90'+"")]"
10,A. Barnes,"[('sub-out', ""66'"")]",18,C. Stuani,"[('sub-out', ""86'"")]"
