"
West Bromwich Albion
","
Manchester United
"
Starting XI
1,B. Foster,[],1,David de Gea,[]
23,G. McAuley,[],4,P. Jones,[]
2,A. Nyom,[],5,M. Rojo,"[('yellow-card', ""65'"")]"
25,C. Dawson,"[('yellow-card', ""49'""), ('sub-out', ""74'"")]",36,M. Darmian,[]
3,J. Olsson,[],16,M. Carrick,[]
5,C. Yacob,[],14,J. Lingard,"[('yellow-card', ""57'""), ('sub-out', ""77'"")]"
24,D. Fletcher,[],6,P. Pogba,[]
22,N. Chadli,"[('sub-out', ""82'"")]",21,Ander Herrera,"[('sub-out', ""90'+"")]"
10,M. Phillips,"[('sub-out', ""81'"")]",25,A. Valencia,[]
11,C. Brunt,"[('yellow-card', ""87'"")]",10,W. Rooney,"[('sub-out', ""84'"")]"
9,S. Rondón,"[('yellow-card', ""65'"")]",9,Z. Ibrahimović,"[('yellow-card', ""24'"")]"
