"
Empoli
","
Genoa"
Starting XI
28,Ł. Skorupski,[],23,E. Lamanna,[]
15,A. Costa,[],5,A. Izzo,[]
2,V. Laurini,[],24,E. Muñoz,[]
6,G. Bellusci,"[('yellow-card', ""36'"")]",8,N. Burdisso,[]
21,M. Pasqual,[],93,D. Laxalt,[]
8,A. El Hadji,"[('yellow-card', ""79'"")]",94,D. Cataldi,"[('sub-out', ""87'"")]"
33,R. Krunić,[],15,O. Hiljemark,[]
10,O. El Kaddouri,"[('sub-out', ""84'"")]",30,L. Rigoni,"[('yellow-card', ""18'""), ('sub-out', ""62'"")]"
11,D. Croce,[],22,D. Lazović,[]
7,M. Maccarone,"[('yellow-card', ""63'""), ('sub-out', ""66'"")]",51,M. Pinilla,"[('yellow-card', ""75'"")]"
20,M. Pucciarelli,[],9,G. Simeone,[]
